from	to	value
Dear Prudence	Lucy in the Sky with Diamonds	eyes
Dear Prudence	Revolution 9 (Ft. Yoko Ono)	eyes
Dear Prudence	Taxman	eyes
Dear Prudence	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	eyes
Dear Prudence	Think for Yourself	eyes
For No One	Golden Slumbers	eyes
For No One	Good Night	eyes
For No One	Happiness is a Warm Gun	eyes
For No One	Here, There and Everywhere	eyes
For No One	Julia	eyes
For No One	Lucy in the Sky with Diamonds	eyes
For No One	Revolution 9 (Ft. Yoko Ono)	eyes
For No One	Taxman	eyes
For No One	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	eyes
For No One	Think for Yourself	eyes
Golden Slumbers	Good Night	eyes
Golden Slumbers	Happiness is a Warm Gun	eyes
Golden Slumbers	Here, There and Everywhere	eyes
Golden Slumbers	Julia	eyes
Golden Slumbers	Lucy in the Sky with Diamonds	eyes
Golden Slumbers	Revolution 9 (Ft. Yoko Ono)	eyes
Golden Slumbers	Taxman	eyes
Golden Slumbers	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	eyes
Golden Slumbers	Think for Yourself	eyes
Good Night	Happiness is a Warm Gun	eyes
Good Night	Here, There and Everywhere	eyes
Good Night	Julia	eyes
Good Night	Lucy in the Sky with Diamonds	eyes
Good Night	Revolution 9 (Ft. Yoko Ono)	eyes
Good Night	Taxman	eyes
Good Night	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	eyes
Good Night	Think for Yourself	eyes
Happiness is a Warm Gun	Here, There and Everywhere	eyes
Happiness is a Warm Gun	Julia	eyes
Happiness is a Warm Gun	Lucy in the Sky with Diamonds	eyes
Happiness is a Warm Gun	Revolution 9 (Ft. Yoko Ono)	eyes
Happiness is a Warm Gun	Taxman	eyes
Happiness is a Warm Gun	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	eyes
Happiness is a Warm Gun	Think for Yourself	eyes
Here, There and Everywhere	Julia	eyes
Here, There and Everywhere	Lucy in the Sky with Diamonds	eyes
Here, There and Everywhere	Revolution 9 (Ft. Yoko Ono)	eyes
Here, There and Everywhere	Taxman	eyes
Here, There and Everywhere	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	eyes
Here, There and Everywhere	Think for Yourself	eyes
Julia	Lucy in the Sky with Diamonds	eyes
Julia	Revolution 9 (Ft. Yoko Ono)	eyes
Julia	Taxman	eyes
Julia	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	eyes
Julia	Think for Yourself	eyes
Lucy in the Sky with Diamonds	Revolution 9 (Ft. Yoko Ono)	eyes
Lucy in the Sky with Diamonds	Taxman	eyes
Lucy in the Sky with Diamonds	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	eyes
Lucy in the Sky with Diamonds	Think for Yourself	eyes
Revolution 9 (Ft. Yoko Ono)	Taxman	eyes
Revolution 9 (Ft. Yoko Ono)	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	eyes
Revolution 9 (Ft. Yoko Ono)	Think for Yourself	eyes
Taxman	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	eyes
Taxman	Think for Yourself	eyes
The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	Think for Yourself	eyes
Helter Skelter	Love You To	fast
Eleanor Rigby	She's Leaving Home	father
Eleanor Rigby	Yer Blues	father
She's Leaving Home	Yer Blues	father
Come Together	For No One	feel
Come Together	Girl	feel
Come Together	Good Day Sunshine	feel
Come Together	Good Morning Good Morning	feel
Come Together	Happiness is a Warm Gun	feel
Come Together	Here Comes the Sun	feel
Come Together	I Want to Tell You	feel
Come Together	I Will	feel
Come Together	Savoy Truffle	feel
Come Together	She Said She Said	feel
Come Together	The Word	feel
Come Together	Wait	feel
Come Together	What Goes On	feel
Come Together	With a Little Help from My Friends	feel
Come Together	Yer Blues	feel
For No One	Girl	feel
For No One	Good Day Sunshine	feel
For No One	Good Morning Good Morning	feel
For No One	Happiness is a Warm Gun	feel
For No One	Here Comes the Sun	feel
For No One	I Want to Tell You	feel
For No One	I Will	feel
For No One	Savoy Truffle	feel
For No One	She Said She Said	feel
For No One	The Word	feel
For No One	Wait	feel
For No One	What Goes On	feel
For No One	With a Little Help from My Friends	feel
For No One	Yer Blues	feel
Girl	Good Day Sunshine	feel
Girl	Good Morning Good Morning	feel
Girl	Happiness is a Warm Gun	feel
Girl	Here Comes the Sun	feel
Girl	I Want to Tell You	feel
Girl	I Will	feel
Girl	Savoy Truffle	feel
Girl	She Said She Said	feel
Girl	The Word	feel
Girl	Wait	feel
Girl	What Goes On	feel
Girl	With a Little Help from My Friends	feel
Girl	Yer Blues	feel
Good Day Sunshine	Good Morning Good Morning	feel
Good Day Sunshine	Happiness is a Warm Gun	feel
Good Day Sunshine	Here Comes the Sun	feel
Good Day Sunshine	I Want to Tell You	feel
Good Day Sunshine	I Will	feel
Good Day Sunshine	Savoy Truffle	feel
Good Day Sunshine	She Said She Said	feel
Good Day Sunshine	The Word	feel
Good Day Sunshine	Wait	feel
Good Day Sunshine	What Goes On	feel
Good Day Sunshine	With a Little Help from My Friends	feel
Good Day Sunshine	Yer Blues	feel
Good Morning Good Morning	Happiness is a Warm Gun	feel
Good Morning Good Morning	Here Comes the Sun	feel
Good Morning Good Morning	I Want to Tell You	feel
Good Morning Good Morning	I Will	feel
Good Morning Good Morning	Savoy Truffle	feel
Good Morning Good Morning	She Said She Said	feel
Good Morning Good Morning	The Word	feel
Good Morning Good Morning	Wait	feel
Good Morning Good Morning	What Goes On	feel
Good Morning Good Morning	With a Little Help from My Friends	feel
Good Morning Good Morning	Yer Blues	feel
Happiness is a Warm Gun	Here Comes the Sun	feel
Happiness is a Warm Gun	I Want to Tell You	feel
Happiness is a Warm Gun	I Will	feel
Happiness is a Warm Gun	Savoy Truffle	feel
Happiness is a Warm Gun	She Said She Said	feel
Happiness is a Warm Gun	The Word	feel
Happiness is a Warm Gun	Wait	feel
Happiness is a Warm Gun	What Goes On	feel
Happiness is a Warm Gun	With a Little Help from My Friends	feel
Happiness is a Warm Gun	Yer Blues	feel
Here Comes the Sun	I Want to Tell You	feel
Here Comes the Sun	I Will	feel
Here Comes the Sun	Savoy Truffle	feel
Here Comes the Sun	She Said She Said	feel
Here Comes the Sun	The Word	feel
Here Comes the Sun	Wait	feel
Here Comes the Sun	What Goes On	feel
Here Comes the Sun	With a Little Help from My Friends	feel
Here Comes the Sun	Yer Blues	feel
I Want to Tell You	I Will	feel
I Want to Tell You	Savoy Truffle	feel
I Want to Tell You	She Said She Said	feel
I Want to Tell You	The Word	feel
I Want to Tell You	Wait	feel
I Want to Tell You	What Goes On	feel
I Want to Tell You	With a Little Help from My Friends	feel
I Want to Tell You	Yer Blues	feel
I Will	Savoy Truffle	feel
I Will	She Said She Said	feel
I Will	The Word	feel
I Will	Wait	feel
I Will	What Goes On	feel
I Will	With a Little Help from My Friends	feel
I Will	Yer Blues	feel
Savoy Truffle	She Said She Said	feel
Savoy Truffle	The Word	feel
Savoy Truffle	Wait	feel
Savoy Truffle	What Goes On	feel
Savoy Truffle	With a Little Help from My Friends	feel
Savoy Truffle	Yer Blues	feel
She Said She Said	The Word	feel
She Said She Said	Wait	feel
She Said She Said	What Goes On	feel
She Said She Said	With a Little Help from My Friends	feel
She Said She Said	Yer Blues	feel
The Word	Wait	feel
The Word	What Goes On	feel
The Word	With a Little Help from My Friends	feel
The Word	Yer Blues	feel
Wait	What Goes On	feel
Wait	With a Little Help from My Friends	feel
Wait	Yer Blues	feel
What Goes On	With a Little Help from My Friends	feel
What Goes On	Yer Blues	feel
With a Little Help from My Friends	Yer Blues	feel
Doctor Robert	Good Morning Good Morning	feeling
Doctor Robert	I'm Only Sleeping	feeling
Doctor Robert	I'm So Tired	feeling
Doctor Robert	You Never Give Me Your Money	feeling
Good Morning Good Morning	I'm Only Sleeping	feeling
Good Morning Good Morning	I'm So Tired	feeling
Good Morning Good Morning	You Never Give Me Your Money	feeling
I'm Only Sleeping	I'm So Tired	feeling
I'm Only Sleeping	You Never Give Me Your Money	feeling
I'm So Tired	You Never Give Me Your Money	feeling
Good Day Sunshine	Here Comes the Sun	feels
Good Day Sunshine	You Won't See Me	feels
Here Comes the Sun	You Won't See Me	feels
Come Together	Good Day Sunshine	feet
Come Together	Taxman	feet
Good Day Sunshine	Taxman	feet
A Day in the Life	Oh! Darling	fell
A Day in the Life	Rocky Raccoon	fell
Oh! Darling	Rocky Raccoon	fell
A Day in the Life	For No One	fill
A Day in the Life	Golden Slumbers	fill
A Day in the Life	I Will	fill
A Day in the Life	Love You To	fill
A Day in the Life	Savoy Truffle	fill
A Day in the Life	When I'm Sixty-Four	fill
For No One	Golden Slumbers	fill
For No One	I Will	fill
For No One	Love You To	fill
For No One	Savoy Truffle	fill
For No One	When I'm Sixty-Four	fill
Golden Slumbers	I Will	fill
Golden Slumbers	Love You To	fill
Golden Slumbers	Savoy Truffle	fill
Golden Slumbers	When I'm Sixty-Four	fill
I Will	Love You To	fill
I Will	Savoy Truffle	fill
I Will	When I'm Sixty-Four	fill
Love You To	Savoy Truffle	fill
Love You To	When I'm Sixty-Four	fill
Savoy Truffle	When I'm Sixty-Four	fill
I Want to Tell You	You Won't See Me	filled
Fixing a Hole	Getting Better	filling
Fixing a Hole	Lovely Rita	filling
Getting Better	Lovely Rita	filling
Doctor Robert	Drive My Car	fine
Doctor Robert	Good Day Sunshine	fine
Doctor Robert	The Word	fine
Drive My Car	Good Day Sunshine	fine
Drive My Car	The Word	fine
Good Day Sunshine	The Word	fine
Come Together	Happiness is a Warm Gun	finger
Being for the Benefit of Mr. Kite!	Norwegian Wood (This Bird Has Flown)	fire
Happiness is a Warm Gun	I'm So Tired	fix
Fixing a Hole	Glass Onion	fixing
A Day in the Life	Come Together	flat
Being for the Benefit of Mr. Kite!	Mother Nature's Son	flies
I'm Only Sleeping	Tomorrow Never Knows	float
Cry Baby Cry	Lucy in the Sky with Diamonds	flowers
Glass Onion	Within You Without You	flows
Blackbird	Everybody's Got Something to Hide Except Me and My Monkey	fly
Getting Better	Girl	fool
Getting Better	Glass Onion	fool
Getting Better	Maxwell's Silver Hammer	fool
Getting Better	Sexy Sadie	fool
Girl	Glass Onion	fool
Girl	Maxwell's Silver Hammer	fool
Girl	Sexy Sadie	fool
Glass Onion	Maxwell's Silver Hammer	fool
Glass Onion	Sexy Sadie	fool
Maxwell's Silver Hammer	Sexy Sadie	fool
I Want to Tell You	I Will	forever
I Want to Tell You	In My Life	forever
I Will	In My Life	forever
For No One	Martha My Dear	forget
For No One	Wait	forget
Martha My Dear	Wait	forget
A Day in the Life	Drive My Car	found
A Day in the Life	Long, Long, Long	found
A Day in the Life	Octopus's Garden	found
A Day in the Life	Yellow Submarine	found
Drive My Car	Long, Long, Long	found
Drive My Car	Octopus's Garden	found
Drive My Car	Yellow Submarine	found
Long, Long, Long	Octopus's Garden	found
Long, Long, Long	Yellow Submarine	found
Octopus's Garden	Yellow Submarine	found
Blackbird	Come Together	free
Blackbird	Lovely Rita	free
Blackbird	Maxwell's Silver Hammer	free
Blackbird	Revolution 1	free
Blackbird	She's Leaving Home	free
Blackbird	The Word	free
Come Together	Lovely Rita	free
Come Together	Maxwell's Silver Hammer	free
Come Together	Revolution 1	free
Come Together	She's Leaving Home	free
Come Together	The Word	free
Lovely Rita	Maxwell's Silver Hammer	free
Lovely Rita	Revolution 1	free
Lovely Rita	She's Leaving Home	free
Lovely Rita	The Word	free
Maxwell's Silver Hammer	Revolution 1	free
Maxwell's Silver Hammer	She's Leaving Home	free
Maxwell's Silver Hammer	The Word	free
Revolution 1	She's Leaving Home	free
Revolution 1	The Word	free
She's Leaving Home	The Word	free
Cry Baby Cry	Doctor Robert	friend
Cry Baby Cry	If I Needed Someone	friend
Doctor Robert	If I Needed Someone	friend
Girl	In My Life	friends
Girl	Octopus's Garden	friends
Girl	With a Little Help from My Friends	friends
Girl	Yellow Submarine	friends
In My Life	Octopus's Garden	friends
In My Life	With a Little Help from My Friends	friends
In My Life	Yellow Submarine	friends
Octopus's Garden	With a Little Help from My Friends	friends
Octopus's Garden	Yellow Submarine	friends
With a Little Help from My Friends	Yellow Submarine	friends
Ob-La-Di, Ob-La-Da	She's Leaving Home	fun
Think for Yourself	What Goes On	future
Think for Yourself	You Never Give Me Your Money	future
What Goes On	You Never Give Me Your Money	future
I'm Looking Through You	Tomorrow Never Knows	game
Cry Baby Cry	Octopus's Garden	garden
Cry Baby Cry	When I'm Sixty-Four	garden
Octopus's Garden	When I'm Sixty-Four	garden
Drive My Car	Girl	girl
Drive My Car	Happiness is a Warm Gun	girl
Drive My Car	Her Majesty	girl
Drive My Car	Honey Pie	girl
Drive My Car	Lucy in the Sky with Diamonds	girl
Drive My Car	Martha My Dear	girl
Drive My Car	Norwegian Wood (This Bird Has Flown)	girl
Drive My Car	Ob-La-Di, Ob-La-Da	girl
Drive My Car	Octopus's Garden	girl
Drive My Car	Polythene Pam	girl
Drive My Car	Rocky Raccoon	girl
Drive My Car	Run for Your Life	girl
Drive My Car	What Goes On	girl
Drive My Car	Yer Blues	girl
Drive My Car	You Won't See Me	girl
Girl	Happiness is a Warm Gun	girl
Girl	Her Majesty	girl
Girl	Honey Pie	girl
Girl	Lucy in the Sky with Diamonds	girl
Girl	Martha My Dear	girl
Girl	Norwegian Wood (This Bird Has Flown)	girl
Girl	Ob-La-Di, Ob-La-Da	girl
Girl	Octopus's Garden	girl
Girl	Polythene Pam	girl
Girl	Rocky Raccoon	girl
Girl	Run for Your Life	girl
Girl	What Goes On	girl
Girl	Yer Blues	girl
Girl	You Won't See Me	girl
Happiness is a Warm Gun	Her Majesty	girl
Happiness is a Warm Gun	Honey Pie	girl
Happiness is a Warm Gun	Lucy in the Sky with Diamonds	girl
Happiness is a Warm Gun	Martha My Dear	girl
Happiness is a Warm Gun	Norwegian Wood (This Bird Has Flown)	girl
Happiness is a Warm Gun	Ob-La-Di, Ob-La-Da	girl
Happiness is a Warm Gun	Octopus's Garden	girl
Happiness is a Warm Gun	Polythene Pam	girl
Happiness is a Warm Gun	Rocky Raccoon	girl
Happiness is a Warm Gun	Run for Your Life	girl
Happiness is a Warm Gun	What Goes On	girl
Happiness is a Warm Gun	Yer Blues	girl
Happiness is a Warm Gun	You Won't See Me	girl
Her Majesty	Honey Pie	girl
Her Majesty	Lucy in the Sky with Diamonds	girl
Her Majesty	Martha My Dear	girl
Her Majesty	Norwegian Wood (This Bird Has Flown)	girl
Her Majesty	Ob-La-Di, Ob-La-Da	girl
Her Majesty	Octopus's Garden	girl
Her Majesty	Polythene Pam	girl
Her Majesty	Rocky Raccoon	girl
Her Majesty	Run for Your Life	girl
Her Majesty	What Goes On	girl
Her Majesty	Yer Blues	girl
Her Majesty	You Won't See Me	girl
Honey Pie	Lucy in the Sky with Diamonds	girl
Honey Pie	Martha My Dear	girl
Honey Pie	Norwegian Wood (This Bird Has Flown)	girl
Honey Pie	Ob-La-Di, Ob-La-Da	girl
Honey Pie	Octopus's Garden	girl
Honey Pie	Polythene Pam	girl
Honey Pie	Rocky Raccoon	girl
Honey Pie	Run for Your Life	girl
Honey Pie	What Goes On	girl
Honey Pie	Yer Blues	girl
Honey Pie	You Won't See Me	girl
Lucy in the Sky with Diamonds	Martha My Dear	girl
Lucy in the Sky with Diamonds	Norwegian Wood (This Bird Has Flown)	girl
Lucy in the Sky with Diamonds	Ob-La-Di, Ob-La-Da	girl
Lucy in the Sky with Diamonds	Octopus's Garden	girl
Lucy in the Sky with Diamonds	Polythene Pam	girl
Lucy in the Sky with Diamonds	Rocky Raccoon	girl
Lucy in the Sky with Diamonds	Run for Your Life	girl
Lucy in the Sky with Diamonds	What Goes On	girl
Lucy in the Sky with Diamonds	Yer Blues	girl
Lucy in the Sky with Diamonds	You Won't See Me	girl
Martha My Dear	Norwegian Wood (This Bird Has Flown)	girl
Martha My Dear	Ob-La-Di, Ob-La-Da	girl
Martha My Dear	Octopus's Garden	girl
Martha My Dear	Polythene Pam	girl
Martha My Dear	Rocky Raccoon	girl
Martha My Dear	Run for Your Life	girl
Martha My Dear	What Goes On	girl
Martha My Dear	Yer Blues	girl
Martha My Dear	You Won't See Me	girl
Norwegian Wood (This Bird Has Flown)	Ob-La-Di, Ob-La-Da	girl
Norwegian Wood (This Bird Has Flown)	Octopus's Garden	girl
Norwegian Wood (This Bird Has Flown)	Polythene Pam	girl
Norwegian Wood (This Bird Has Flown)	Rocky Raccoon	girl
Norwegian Wood (This Bird Has Flown)	Run for Your Life	girl
Norwegian Wood (This Bird Has Flown)	What Goes On	girl
Norwegian Wood (This Bird Has Flown)	Yer Blues	girl
Norwegian Wood (This Bird Has Flown)	You Won't See Me	girl
Ob-La-Di, Ob-La-Da	Octopus's Garden	girl
Ob-La-Di, Ob-La-Da	Polythene Pam	girl
Ob-La-Di, Ob-La-Da	Rocky Raccoon	girl
Ob-La-Di, Ob-La-Da	Run for Your Life	girl
Ob-La-Di, Ob-La-Da	What Goes On	girl
Ob-La-Di, Ob-La-Da	Yer Blues	girl
Ob-La-Di, Ob-La-Da	You Won't See Me	girl
Octopus's Garden	Polythene Pam	girl
Octopus's Garden	Rocky Raccoon	girl
Octopus's Garden	Run for Your Life	girl
Octopus's Garden	What Goes On	girl
Octopus's Garden	Yer Blues	girl
Octopus's Garden	You Won't See Me	girl
Polythene Pam	Rocky Raccoon	girl
Polythene Pam	Run for Your Life	girl
Polythene Pam	What Goes On	girl
Polythene Pam	Yer Blues	girl
Polythene Pam	You Won't See Me	girl
Rocky Raccoon	Run for Your Life	girl
Rocky Raccoon	What Goes On	girl
Rocky Raccoon	Yer Blues	girl
Rocky Raccoon	You Won't See Me	girl
Run for Your Life	What Goes On	girl
Run for Your Life	Yer Blues	girl
Run for Your Life	You Won't See Me	girl
What Goes On	Yer Blues	girl
What Goes On	You Won't See Me	girl
Yer Blues	You Won't See Me	girl
Birthday	Good Morning Good Morning	glad
Glass Onion	Lucy in the Sky with Diamonds	glass
Lovely Rita	Within You Without You	glimpse
Golden Slumbers	Ob-La-Di, Ob-La-Da	golden
Birthday	Carry That Weight	gonna
Birthday	Drive My Car	gonna
Birthday	Revolution 1	gonna
Birthday	Rocky Raccoon	gonna
Birthday	Think for Yourself	gonna
Birthday	With a Little Help from My Friends	gonna
Carry That Weight	Drive My Car	gonna
Carry That Weight	Revolution 1	gonna
Carry That Weight	Rocky Raccoon	gonna
Carry That Weight	Think for Yourself	gonna
Carry That Weight	With a Little Help from My Friends	gonna
Drive My Car	Revolution 1	gonna
Drive My Car	Rocky Raccoon	gonna
Drive My Car	Think for Yourself	gonna
Drive My Car	With a Little Help from My Friends	gonna
Revolution 1	Rocky Raccoon	gonna
Revolution 1	Think for Yourself	gonna
Revolution 1	With a Little Help from My Friends	gonna
Rocky Raccoon	Think for Yourself	gonna
Rocky Raccoon	With a Little Help from My Friends	gonna
Think for Yourself	With a Little Help from My Friends	gonna
And Your Bird Can Sing	Lucy in the Sky with Diamonds	green
And Your Bird Can Sing	Yellow Submarine	green
Lucy in the Sky with Diamonds	Yellow Submarine	green
Being for the Benefit of Mr. Kite!	Good Day Sunshine	ground
Being for the Benefit of Mr. Kite!	Love You To	ground
Good Day Sunshine	Love You To	ground
Lucy in the Sky with Diamonds	Something	grow
Being for the Benefit of Mr. Kite!	Sgt. Pepper's Lonely Hearts Club Band	guaranteed
Happiness is a Warm Gun	Rocky Raccoon	gun
Happiness is a Warm Gun	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	gun
Rocky Raccoon	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	gun
Rocky Raccoon	Run for Your Life	guy
Ob-La-Di, Ob-La-Da	Yellow Submarine	ha
Come Together	Don't Pass Me By	hair
Come Together	Here, There and Everywhere	hair
Come Together	Julia	hair
Come Together	Revolution 9 (Ft. Yoko Ono)	hair
Come Together	When I'm Sixty-Four	hair
Don't Pass Me By	Here, There and Everywhere	hair
Don't Pass Me By	Julia	hair
Don't Pass Me By	Revolution 9 (Ft. Yoko Ono)	hair
Don't Pass Me By	When I'm Sixty-Four	hair
