from	to	value
Good Old-Fashioned Lover Boy	The Millionaire Waltz	feel
I’m in Love with My Car	If You Can't Beat Them	feel
I’m in Love with My Car	Modern Times Rock 'N' Roll	feel
I’m in Love with My Car	Now I'm Here	feel
I’m in Love with My Car	Seaside Rendezvous	feel
I’m in Love with My Car	Somebody to Love	feel
I’m in Love with My Car	Son and Daughter	feel
I’m in Love with My Car	The Millionaire Waltz	feel
If You Can't Beat Them	Modern Times Rock 'N' Roll	feel
If You Can't Beat Them	Now I'm Here	feel
If You Can't Beat Them	Seaside Rendezvous	feel
If You Can't Beat Them	Somebody to Love	feel
If You Can't Beat Them	Son and Daughter	feel
If You Can't Beat Them	The Millionaire Waltz	feel
Modern Times Rock 'N' Roll	Now I'm Here	feel
Modern Times Rock 'N' Roll	Seaside Rendezvous	feel
Modern Times Rock 'N' Roll	Somebody to Love	feel
Modern Times Rock 'N' Roll	Son and Daughter	feel
Modern Times Rock 'N' Roll	The Millionaire Waltz	feel
Now I'm Here	Seaside Rendezvous	feel
Now I'm Here	Somebody to Love	feel
Now I'm Here	Son and Daughter	feel
Now I'm Here	The Millionaire Waltz	feel
Seaside Rendezvous	Somebody to Love	feel
Seaside Rendezvous	Son and Daughter	feel
Seaside Rendezvous	The Millionaire Waltz	feel
Somebody to Love	Son and Daughter	feel
Somebody to Love	The Millionaire Waltz	feel
Son and Daughter	The Millionaire Waltz	feel
Doing All Right	If You Can't Beat Them	feeling
Doing All Right	More of That Jazz	feeling
Doing All Right	You and I	feeling
If You Can't Beat Them	More of That Jazz	feeling
If You Can't Beat Them	You and I	feeling
More of That Jazz	You and I	feeling
If You Can't Beat Them	In Only Seven Days	feels
Drowse	Fun It	feet
Drowse	Jesus	feet
Drowse	Modern Times Rock 'N' Roll	feet
Drowse	More of That Jazz	feet
Drowse	Somebody to Love	feet
Fun It	Jesus	feet
Fun It	Modern Times Rock 'N' Roll	feet
Fun It	More of That Jazz	feet
Fun It	Somebody to Love	feet
Jesus	Modern Times Rock 'N' Roll	feet
Jesus	More of That Jazz	feet
Jesus	Somebody to Love	feet
Modern Times Rock 'N' Roll	More of That Jazz	feet
Modern Times Rock 'N' Roll	Somebody to Love	feet
More of That Jazz	Somebody to Love	feet
Dead on Time	Great King Rat	fight
Bring Back That Leroy Brown	Dreamer's Ball	fine
Bring Back That Leroy Brown	Good Old-Fashioned Lover Boy	fine
Bring Back That Leroy Brown	The Millionaire Waltz	fine
Dreamer's Ball	Good Old-Fashioned Lover Boy	fine
Dreamer's Ball	The Millionaire Waltz	fine
Good Old-Fashioned Lover Boy	The Millionaire Waltz	fine
Misfire	My Fairy King	fire
Don't Stop Me Now	You and I	floating
More of That Jazz	Stone Cold Crazy	floor
More of That Jazz	Tenement Funster	floor
Stone Cold Crazy	Tenement Funster	floor
My Fairy King	The Prophet's Song	fly
Keep Yourself Alive	Tenement Funster	folks
Lily of the Valley	She Makes Me (Stormtrooper In Stilettos)	follow
Dead on Time	Good Company	fool
Dead on Time	In the Lap of the Gods... Revisited	fool
Dead on Time	More of That Jazz	fool
Dead on Time	Sweet Lady	fool
Good Company	In the Lap of the Gods... Revisited	fool
Good Company	More of That Jazz	fool
Good Company	Sweet Lady	fool
In the Lap of the Gods... Revisited	More of That Jazz	fool
In the Lap of the Gods... Revisited	Sweet Lady	fool
More of That Jazz	Sweet Lady	fool
Death on Two Legs (Dedicated to...)	Good Company	fools
Death on Two Legs (Dedicated to...)	Teo Torriatte (Let Us Cling Together)	fools
Good Company	Teo Torriatte (Let Us Cling Together)	fools
In Only Seven Days	Lily of the Valley	forever
In Only Seven Days	My Fairy King	forever
In Only Seven Days	Sweet Lady	forever
In Only Seven Days	The Millionaire Waltz	forever
In Only Seven Days	You and I	forever
Lily of the Valley	My Fairy King	forever
Lily of the Valley	Sweet Lady	forever
Lily of the Valley	The Millionaire Waltz	forever
Lily of the Valley	You and I	forever
My Fairy King	Sweet Lady	forever
My Fairy King	The Millionaire Waltz	forever
My Fairy King	You and I	forever
Sweet Lady	The Millionaire Waltz	forever
Sweet Lady	You and I	forever
The Millionaire Waltz	You and I	forever
Bicycle Race	I’m in Love with My Car	forget
In the Lap of the Gods... Revisited	Liar	forgive
In the Lap of the Gods... Revisited	You're My Best Friend	forgive
Liar	You're My Best Friend	forgive
Death on Two Legs (Dedicated to...)	Dreamer's Ball	found
Death on Two Legs (Dedicated to...)	Let Me Entertain You	found
Death on Two Legs (Dedicated to...)	Son and Daughter	found
Death on Two Legs (Dedicated to...)	You Take My Breath Away	found
Dreamer's Ball	Let Me Entertain You	found
Dreamer's Ball	Son and Daughter	found
Dreamer's Ball	You Take My Breath Away	found
Let Me Entertain You	Son and Daughter	found
Let Me Entertain You	You Take My Breath Away	found
Son and Daughter	You Take My Breath Away	found
Fun It	In the Lap of the Gods... Revisited	free
Fun It	My Fairy King	free
Fun It	Somebody to Love	free
Fun It	Tenement Funster	free
In the Lap of the Gods... Revisited	My Fairy King	free
In the Lap of the Gods... Revisited	Somebody to Love	free
In the Lap of the Gods... Revisited	Tenement Funster	free
My Fairy King	Somebody to Love	free
My Fairy King	Tenement Funster	free
Somebody to Love	Tenement Funster	free
Long Away	The Millionaire Waltz	friend
Long Away	Tie Your Mother Down	friend
Long Away	You're My Best Friend	friend
The Millionaire Waltz	Tie Your Mother Down	friend
The Millionaire Waltz	You're My Best Friend	friend
Tie Your Mother Down	You're My Best Friend	friend
Dear Friends	Good Company	friends
Dear Friends	I’m in Love with My Car	friends
Good Company	I’m in Love with My Car	friends
Drowse	Fun It	fun
Drowse	More of That Jazz	fun
Drowse	Son and Daughter	fun
Fun It	More of That Jazz	fun
Fun It	Son and Daughter	fun
More of That Jazz	Son and Daughter	fun
If You Can't Beat Them	Misfire	game
Dreamer's Ball	Good Old-Fashioned Lover Boy	gently
Good Company	I’m in Love with My Car	girl
Good Company	You're My Best Friend	girl
I’m in Love with My Car	You're My Best Friend	girl
Bicycle Race	Fat Bottomed Girls	girls
Bicycle Race	More of That Jazz	girls
Bicycle Race	Tenement Funster	girls
Fat Bottomed Girls	More of That Jazz	girls
Fat Bottomed Girls	Tenement Funster	girls
More of That Jazz	Tenement Funster	girls
Bicycle Race	Doing All Right	god
Bicycle Race	Leaving Home Ain't Easy	god
Bicycle Race	The Prophet's Song	god
Doing All Right	Leaving Home Ain't Easy	god
Doing All Right	The Prophet's Song	god
Leaving Home Ain't Easy	The Prophet's Song	god
In the Lap of the Gods	In the Lap of the Gods... Revisited	gods
Somebody to Love	Tie Your Mother Down	goin
Bring Back That Leroy Brown	Dead on Time	gonna
Bring Back That Leroy Brown	Don't Stop Me Now	gonna
Bring Back That Leroy Brown	Dreamer's Ball	gonna
Bring Back That Leroy Brown	Fat Bottomed Girls	gonna
Bring Back That Leroy Brown	Fun It	gonna
Bring Back That Leroy Brown	Great King Rat	gonna
Bring Back That Leroy Brown	If You Can't Beat Them	gonna
Bring Back That Leroy Brown	Let Me Entertain You	gonna
Bring Back That Leroy Brown	Liar	gonna
Bring Back That Leroy Brown	Modern Times Rock 'N' Roll	gonna
Bring Back That Leroy Brown	More of That Jazz	gonna
Bring Back That Leroy Brown	Somebody to Love	gonna
Bring Back That Leroy Brown	Son and Daughter	gonna
Bring Back That Leroy Brown	Stone Cold Crazy	gonna
Bring Back That Leroy Brown	Tie Your Mother Down	gonna
Bring Back That Leroy Brown	White Man	gonna
Bring Back That Leroy Brown	You and I	gonna
Dead on Time	Don't Stop Me Now	gonna
Dead on Time	Dreamer's Ball	gonna
Dead on Time	Fat Bottomed Girls	gonna
Dead on Time	Fun It	gonna
Dead on Time	Great King Rat	gonna
Dead on Time	If You Can't Beat Them	gonna
Dead on Time	Let Me Entertain You	gonna
Dead on Time	Liar	gonna
Dead on Time	Modern Times Rock 'N' Roll	gonna
Dead on Time	More of That Jazz	gonna
Dead on Time	Somebody to Love	gonna
Dead on Time	Son and Daughter	gonna
Dead on Time	Stone Cold Crazy	gonna
Dead on Time	Tie Your Mother Down	gonna
Dead on Time	White Man	gonna
Dead on Time	You and I	gonna
Don't Stop Me Now	Dreamer's Ball	gonna
Don't Stop Me Now	Fat Bottomed Girls	gonna
Don't Stop Me Now	Fun It	gonna
Don't Stop Me Now	Great King Rat	gonna
Don't Stop Me Now	If You Can't Beat Them	gonna
Don't Stop Me Now	Let Me Entertain You	gonna
Don't Stop Me Now	Liar	gonna
Don't Stop Me Now	Modern Times Rock 'N' Roll	gonna
Don't Stop Me Now	More of That Jazz	gonna
Don't Stop Me Now	Somebody to Love	gonna
Don't Stop Me Now	Son and Daughter	gonna
Don't Stop Me Now	Stone Cold Crazy	gonna
Don't Stop Me Now	Tie Your Mother Down	gonna
Don't Stop Me Now	White Man	gonna
Don't Stop Me Now	You and I	gonna
Dreamer's Ball	Fat Bottomed Girls	gonna
Dreamer's Ball	Fun It	gonna
Dreamer's Ball	Great King Rat	gonna
Dreamer's Ball	If You Can't Beat Them	gonna
Dreamer's Ball	Let Me Entertain You	gonna
Dreamer's Ball	Liar	gonna
Dreamer's Ball	Modern Times Rock 'N' Roll	gonna
Dreamer's Ball	More of That Jazz	gonna
Dreamer's Ball	Somebody to Love	gonna
Dreamer's Ball	Son and Daughter	gonna
Dreamer's Ball	Stone Cold Crazy	gonna
Dreamer's Ball	Tie Your Mother Down	gonna
Dreamer's Ball	White Man	gonna
Dreamer's Ball	You and I	gonna
Fat Bottomed Girls	Fun It	gonna
Fat Bottomed Girls	Great King Rat	gonna
Fat Bottomed Girls	If You Can't Beat Them	gonna
Fat Bottomed Girls	Let Me Entertain You	gonna
Fat Bottomed Girls	Liar	gonna
Fat Bottomed Girls	Modern Times Rock 'N' Roll	gonna
Fat Bottomed Girls	More of That Jazz	gonna
Fat Bottomed Girls	Somebody to Love	gonna
Fat Bottomed Girls	Son and Daughter	gonna
Fat Bottomed Girls	Stone Cold Crazy	gonna
Fat Bottomed Girls	Tie Your Mother Down	gonna
Fat Bottomed Girls	White Man	gonna
Fat Bottomed Girls	You and I	gonna
Fun It	Great King Rat	gonna
Fun It	If You Can't Beat Them	gonna
Fun It	Let Me Entertain You	gonna
Fun It	Liar	gonna
Fun It	Modern Times Rock 'N' Roll	gonna
Fun It	More of That Jazz	gonna
Fun It	Somebody to Love	gonna
Fun It	Son and Daughter	gonna
Fun It	Stone Cold Crazy	gonna
Fun It	Tie Your Mother Down	gonna
Fun It	White Man	gonna
Fun It	You and I	gonna
Great King Rat	If You Can't Beat Them	gonna
Great King Rat	Let Me Entertain You	gonna
Great King Rat	Liar	gonna
Great King Rat	Modern Times Rock 'N' Roll	gonna
Great King Rat	More of That Jazz	gonna
Great King Rat	Somebody to Love	gonna
Great King Rat	Son and Daughter	gonna
Great King Rat	Stone Cold Crazy	gonna
Great King Rat	Tie Your Mother Down	gonna
Great King Rat	White Man	gonna
Great King Rat	You and I	gonna
If You Can't Beat Them	Let Me Entertain You	gonna
If You Can't Beat Them	Liar	gonna
If You Can't Beat Them	Modern Times Rock 'N' Roll	gonna
If You Can't Beat Them	More of That Jazz	gonna
If You Can't Beat Them	Somebody to Love	gonna
If You Can't Beat Them	Son and Daughter	gonna
If You Can't Beat Them	Stone Cold Crazy	gonna
If You Can't Beat Them	Tie Your Mother Down	gonna
If You Can't Beat Them	White Man	gonna
If You Can't Beat Them	You and I	gonna
Let Me Entertain You	Liar	gonna
Let Me Entertain You	Modern Times Rock 'N' Roll	gonna
Let Me Entertain You	More of That Jazz	gonna
Let Me Entertain You	Somebody to Love	gonna
Let Me Entertain You	Son and Daughter	gonna
Let Me Entertain You	Stone Cold Crazy	gonna
Let Me Entertain You	Tie Your Mother Down	gonna
Let Me Entertain You	White Man	gonna
Let Me Entertain You	You and I	gonna
Liar	Modern Times Rock 'N' Roll	gonna
Liar	More of That Jazz	gonna
Liar	Somebody to Love	gonna
Liar	Son and Daughter	gonna
Liar	Stone Cold Crazy	gonna
Liar	Tie Your Mother Down	gonna
Liar	White Man	gonna
Liar	You and I	gonna
Modern Times Rock 'N' Roll	More of That Jazz	gonna
Modern Times Rock 'N' Roll	Somebody to Love	gonna
Modern Times Rock 'N' Roll	Son and Daughter	gonna
Modern Times Rock 'N' Roll	Stone Cold Crazy	gonna
Modern Times Rock 'N' Roll	Tie Your Mother Down	gonna
Modern Times Rock 'N' Roll	White Man	gonna
Modern Times Rock 'N' Roll	You and I	gonna
More of That Jazz	Somebody to Love	gonna
More of That Jazz	Son and Daughter	gonna
More of That Jazz	Stone Cold Crazy	gonna
More of That Jazz	Tie Your Mother Down	gonna
More of That Jazz	White Man	gonna
More of That Jazz	You and I	gonna
Somebody to Love	Son and Daughter	gonna
Somebody to Love	Stone Cold Crazy	gonna
Somebody to Love	Tie Your Mother Down	gonna
Somebody to Love	White Man	gonna
Somebody to Love	You and I	gonna
Son and Daughter	Stone Cold Crazy	gonna
Son and Daughter	Tie Your Mother Down	gonna
Son and Daughter	White Man	gonna
Son and Daughter	You and I	gonna
Stone Cold Crazy	Tie Your Mother Down	gonna
Stone Cold Crazy	White Man	gonna
Stone Cold Crazy	You and I	gonna
Tie Your Mother Down	White Man	gonna
Tie Your Mother Down	You and I	gonna
White Man	You and I	gonna
Bohemian Rhapsody	Death on Two Legs (Dedicated to...)	goodbye
Bohemian Rhapsody	Drowse	goodbye
Bohemian Rhapsody	Flick of the Wrist	goodbye
Death on Two Legs (Dedicated to...)	Drowse	goodbye
Death on Two Legs (Dedicated to...)	Flick of the Wrist	goodbye
Drowse	Flick of the Wrist	goodbye
Bohemian Rhapsody	Bring Back That Leroy Brown	gotta
Bohemian Rhapsody	Dead on Time	gotta
Bohemian Rhapsody	In the Lap of the Gods... Revisited	gotta
Bohemian Rhapsody	Somebody to Love	gotta
Bohemian Rhapsody	Stone Cold Crazy	gotta
Bohemian Rhapsody	The Night Comes Down	gotta
Bohemian Rhapsody	Tie Your Mother Down	gotta
Bohemian Rhapsody	You and I	gotta
Bring Back That Leroy Brown	Dead on Time	gotta
Bring Back That Leroy Brown	In the Lap of the Gods... Revisited	gotta
Bring Back That Leroy Brown	Somebody to Love	gotta
Bring Back That Leroy Brown	Stone Cold Crazy	gotta
Bring Back That Leroy Brown	The Night Comes Down	gotta
Bring Back That Leroy Brown	Tie Your Mother Down	gotta
Bring Back That Leroy Brown	You and I	gotta
Dead on Time	In the Lap of the Gods... Revisited	gotta
Dead on Time	Somebody to Love	gotta
Dead on Time	Stone Cold Crazy	gotta
Dead on Time	The Night Comes Down	gotta
Dead on Time	Tie Your Mother Down	gotta
Dead on Time	You and I	gotta
In the Lap of the Gods... Revisited	Somebody to Love	gotta
In the Lap of the Gods... Revisited	Stone Cold Crazy	gotta
In the Lap of the Gods... Revisited	The Night Comes Down	gotta
In the Lap of the Gods... Revisited	Tie Your Mother Down	gotta
In the Lap of the Gods... Revisited	You and I	gotta
Somebody to Love	Stone Cold Crazy	gotta
Somebody to Love	The Night Comes Down	gotta
Somebody to Love	Tie Your Mother Down	gotta
Somebody to Love	You and I	gotta
Stone Cold Crazy	The Night Comes Down	gotta
Stone Cold Crazy	Tie Your Mother Down	gotta
Stone Cold Crazy	You and I	gotta
The Night Comes Down	Tie Your Mother Down	gotta
The Night Comes Down	You and I	gotta
Tie Your Mother Down	You and I	gotta
The Prophet's Song	White Man	green
'39	The Night Comes Down	grey
'39	The Prophet's Song	grey
The Night Comes Down	The Prophet's Song	grey
Good Old-Fashioned Lover Boy	Keep Yourself Alive	grow
Good Old-Fashioned Lover Boy	Lily of the Valley	grow
Good Old-Fashioned Lover Boy	Love of My Life	grow
Good Old-Fashioned Lover Boy	She Makes Me (Stormtrooper In Stilettos)	grow
Good Old-Fashioned Lover Boy	Teo Torriatte (Let Us Cling Together)	grow
Keep Yourself Alive	Lily of the Valley	grow
Keep Yourself Alive	Love of My Life	grow
Keep Yourself Alive	She Makes Me (Stormtrooper In Stilettos)	grow
Keep Yourself Alive	Teo Torriatte (Let Us Cling Together)	grow
Lily of the Valley	Love of My Life	grow
Lily of the Valley	She Makes Me (Stormtrooper In Stilettos)	grow
Lily of the Valley	Teo Torriatte (Let Us Cling Together)	grow
Love of My Life	She Makes Me (Stormtrooper In Stilettos)	grow
Love of My Life	Teo Torriatte (Let Us Cling Together)	grow
She Makes Me (Stormtrooper In Stilettos)	Teo Torriatte (Let Us Cling Together)	grow
Modern Times Rock 'N' Roll	Tenement Funster	guitar
Bohemian Rhapsody	I’m in Love with My Car	gun
Bohemian Rhapsody	Misfire	gun
Bohemian Rhapsody	Stone Cold Crazy	gun
Bohemian Rhapsody	White Man	gun
I’m in Love with My Car	Misfire	gun
I’m in Love with My Car	Stone Cold Crazy	gun
I’m in Love with My Car	White Man	gun
Misfire	Stone Cold Crazy	gun
Misfire	White Man	gun
Stone Cold Crazy	White Man	gun
Death on Two Legs (Dedicated to...)	Lazing on a Sunday Afternoon	guy
Death on Two Legs (Dedicated to...)	Tie Your Mother Down	guy
Lazing on a Sunday Afternoon	Tie Your Mother Down	guy
If You Can't Beat Them	Let Me Entertain You	ha
'39	Jesus	hand
'39	My Fairy King	hand
'39	Now I'm Here	hand
'39	The Prophet's Song	hand
'39	Tie Your Mother Down	hand
Jesus	My Fairy King	hand
Jesus	Now I'm Here	hand
Jesus	The Prophet's Song	hand
Jesus	Tie Your Mother Down	hand
My Fairy King	Now I'm Here	hand
My Fairy King	The Prophet's Song	hand
My Fairy King	Tie Your Mother Down	hand
Now I'm Here	The Prophet's Song	hand
Now I'm Here	Tie Your Mother Down	hand
The Prophet's Song	Tie Your Mother Down	hand
If You Can't Beat Them	The Millionaire Waltz	hands
If You Can't Beat Them	White Man	hands
The Millionaire Waltz	White Man	hands
Fat Bottomed Girls	More of That Jazz	hang
If You Can't Beat Them	More of That Jazz	hanging
In Only Seven Days	Modern Times Rock 'N' Roll	happen
Brighton Rock	Dead on Time	happy
Brighton Rock	Good Company	happy
Brighton Rock	Leaving Home Ain't Easy	happy
Brighton Rock	The Millionaire Waltz	happy
Brighton Rock	You and I	happy
Brighton Rock	You're My Best Friend	happy
Dead on Time	Good Company	happy
Dead on Time	Leaving Home Ain't Easy	happy
Dead on Time	The Millionaire Waltz	happy
Dead on Time	You and I	happy
Dead on Time	You're My Best Friend	happy
Good Company	Leaving Home Ain't Easy	happy
Good Company	The Millionaire Waltz	happy
Good Company	You and I	happy
Good Company	You're My Best Friend	happy
Leaving Home Ain't Easy	The Millionaire Waltz	happy
Leaving Home Ain't Easy	You and I	happy
Leaving Home Ain't Easy	You're My Best Friend	happy
The Millionaire Waltz	You and I	happy
The Millionaire Waltz	You're My Best Friend	happy
You and I	You're My Best Friend	happy
Drowse	Modern Times Rock 'N' Roll	hard
Drowse	Somebody to Love	hard
Modern Times Rock 'N' Roll	Somebody to Love	hard
Keep Yourself Alive	The Prophet's Song	haze
Bohemian Rhapsody	Bring Back That Leroy Brown	head
Bohemian Rhapsody	Dead on Time	head
Bohemian Rhapsody	Flick of the Wrist	head
Bohemian Rhapsody	Jesus	head
Bring Back That Leroy Brown	Dead on Time	head
Bring Back That Leroy Brown	Flick of the Wrist	head
Bring Back That Leroy Brown	Jesus	head
Dead on Time	Flick of the Wrist	head
Dead on Time	Jesus	head
Flick of the Wrist	Jesus	head
'39	She Makes Me (Stormtrooper In Stilettos)	heal
'39	Great King Rat	hear
'39	I’m in Love with My Car	hear
'39	Teo Torriatte (Let Us Cling Together)	hear
'39	The Prophet's Song	hear
'39	You and I	hear
Great King Rat	I’m in Love with My Car	hear
Great King Rat	Teo Torriatte (Let Us Cling Together)	hear
Great King Rat	The Prophet's Song	hear
Great King Rat	You and I	hear
I’m in Love with My Car	Teo Torriatte (Let Us Cling Together)	hear
I’m in Love with My Car	The Prophet's Song	hear
I’m in Love with My Car	You and I	hear
Teo Torriatte (Let Us Cling Together)	The Prophet's Song	hear
Teo Torriatte (Let Us Cling Together)	You and I	hear
The Prophet's Song	You and I	hear
