from	to	value
Death by a Thousand Cuts	Soon You'll Get Better (Ft. The Chicks)	bad
Death by a Thousand Cuts	​the last great american dynasty	bad
Death by a Thousand Cuts	The Man	bad
Death by a Thousand Cuts	This Love	bad
Death by a Thousand Cuts	Wildest Dreams	bad
End Game (Ft. Ed Sheeran & Future)	I Did Something Bad	bad
End Game (Ft. Ed Sheeran & Future)	I Know Places	bad
End Game (Ft. Ed Sheeran & Future)	​invisible string	bad
End Game (Ft. Ed Sheeran & Future)	Look What You Made Me Do	bad
End Game (Ft. Ed Sheeran & Future)	Miss Americana & The Heartbreak Prince	bad
End Game (Ft. Ed Sheeran & Future)	So It Goes...	bad
End Game (Ft. Ed Sheeran & Future)	Soon You'll Get Better (Ft. The Chicks)	bad
End Game (Ft. Ed Sheeran & Future)	​the last great american dynasty	bad
End Game (Ft. Ed Sheeran & Future)	The Man	bad
End Game (Ft. Ed Sheeran & Future)	This Love	bad
End Game (Ft. Ed Sheeran & Future)	Wildest Dreams	bad
I Did Something Bad	I Know Places	bad
I Did Something Bad	​invisible string	bad
I Did Something Bad	Look What You Made Me Do	bad
I Did Something Bad	Miss Americana & The Heartbreak Prince	bad
I Did Something Bad	So It Goes...	bad
I Did Something Bad	Soon You'll Get Better (Ft. The Chicks)	bad
I Did Something Bad	​the last great american dynasty	bad
I Did Something Bad	The Man	bad
I Did Something Bad	This Love	bad
I Did Something Bad	Wildest Dreams	bad
I Know Places	​invisible string	bad
I Know Places	Look What You Made Me Do	bad
I Know Places	Miss Americana & The Heartbreak Prince	bad
I Know Places	So It Goes...	bad
I Know Places	Soon You'll Get Better (Ft. The Chicks)	bad
I Know Places	​the last great american dynasty	bad
I Know Places	The Man	bad
I Know Places	This Love	bad
I Know Places	Wildest Dreams	bad
​invisible string	Look What You Made Me Do	bad
​invisible string	Miss Americana & The Heartbreak Prince	bad
​invisible string	So It Goes...	bad
​invisible string	Soon You'll Get Better (Ft. The Chicks)	bad
​invisible string	​the last great american dynasty	bad
​invisible string	The Man	bad
​invisible string	This Love	bad
​invisible string	Wildest Dreams	bad
Look What You Made Me Do	Miss Americana & The Heartbreak Prince	bad
Look What You Made Me Do	So It Goes...	bad
Look What You Made Me Do	Soon You'll Get Better (Ft. The Chicks)	bad
Look What You Made Me Do	​the last great american dynasty	bad
Look What You Made Me Do	The Man	bad
Look What You Made Me Do	This Love	bad
Look What You Made Me Do	Wildest Dreams	bad
Miss Americana & The Heartbreak Prince	So It Goes...	bad
Miss Americana & The Heartbreak Prince	Soon You'll Get Better (Ft. The Chicks)	bad
Miss Americana & The Heartbreak Prince	​the last great american dynasty	bad
Miss Americana & The Heartbreak Prince	The Man	bad
Miss Americana & The Heartbreak Prince	This Love	bad
Miss Americana & The Heartbreak Prince	Wildest Dreams	bad
So It Goes...	Soon You'll Get Better (Ft. The Chicks)	bad
So It Goes...	​the last great american dynasty	bad
So It Goes...	The Man	bad
So It Goes...	This Love	bad
So It Goes...	Wildest Dreams	bad
Soon You'll Get Better (Ft. The Chicks)	​the last great american dynasty	bad
Soon You'll Get Better (Ft. The Chicks)	The Man	bad
Soon You'll Get Better (Ft. The Chicks)	This Love	bad
Soon You'll Get Better (Ft. The Chicks)	Wildest Dreams	bad
​the last great american dynasty	The Man	bad
​the last great american dynasty	This Love	bad
​the last great american dynasty	Wildest Dreams	bad
The Man	This Love	bad
The Man	Wildest Dreams	bad
This Love	Wildest Dreams	bad
Cornelia Street	Welcome to New York	bags
Love Story	This is Why We Can’t Have Nice Things	balcony
All Too Well	Love Story	ball
All Too Well	State of Grace	ball
Love Story	State of Grace	ball
Bad Blood	ME! (Ft. Brendon Urie)	band
Bad Blood	Miss Americana & The Heartbreak Prince	band
ME! (Ft. Brendon Urie)	Miss Americana & The Heartbreak Prince	band
Cornelia Street	Cruel Summer	bar
Cornelia Street	Delicate	bar
Cornelia Street	Getaway Car	bar
Cornelia Street	​invisible string	bar
Cornelia Street	So It Goes...	bar
Cruel Summer	Delicate	bar
Cruel Summer	Getaway Car	bar
Cruel Summer	​invisible string	bar
Cruel Summer	So It Goes...	bar
Delicate	Getaway Car	bar
Delicate	​invisible string	bar
Delicate	So It Goes...	bar
Getaway Car	​invisible string	bar
Getaway Car	So It Goes...	bar
​invisible string	So It Goes...	bar
End Game (Ft. Ed Sheeran & Future)	​the last great american dynasty	beach
Change	Getaway Car	beat
Change	King of My Heart	beat
Change	Shake It Off	beat
Change	This is Why We Can’t Have Nice Things	beat
Change	Welcome to New York	beat
Getaway Car	King of My Heart	beat
Getaway Car	Shake It Off	beat
Getaway Car	This is Why We Can’t Have Nice Things	beat
Getaway Car	Welcome to New York	beat
King of My Heart	Shake It Off	beat
King of My Heart	This is Why We Can’t Have Nice Things	beat
King of My Heart	Welcome to New York	beat
Shake It Off	This is Why We Can’t Have Nice Things	beat
Shake It Off	Welcome to New York	beat
This is Why We Can’t Have Nice Things	Welcome to New York	beat
End Game (Ft. Ed Sheeran & Future)	Everything Has Changed (Ft. Ed Sheeran)	beautiful
End Game (Ft. Ed Sheeran & Future)	Hey Stephen	beautiful
End Game (Ft. Ed Sheeran & Future)	​illicit affairs	beautiful
End Game (Ft. Ed Sheeran & Future)	​mirrorball	beautiful
End Game (Ft. Ed Sheeran & Future)	Sad Beautiful Tragic	beautiful
End Game (Ft. Ed Sheeran & Future)	​seven	beautiful
End Game (Ft. Ed Sheeran & Future)	The Way I Loved You	beautiful
Everything Has Changed (Ft. Ed Sheeran)	Hey Stephen	beautiful
Everything Has Changed (Ft. Ed Sheeran)	​illicit affairs	beautiful
Everything Has Changed (Ft. Ed Sheeran)	​mirrorball	beautiful
Everything Has Changed (Ft. Ed Sheeran)	Sad Beautiful Tragic	beautiful
Everything Has Changed (Ft. Ed Sheeran)	​seven	beautiful
Everything Has Changed (Ft. Ed Sheeran)	The Way I Loved You	beautiful
Hey Stephen	​illicit affairs	beautiful
Hey Stephen	​mirrorball	beautiful
Hey Stephen	Sad Beautiful Tragic	beautiful
Hey Stephen	​seven	beautiful
Hey Stephen	The Way I Loved You	beautiful
​illicit affairs	​mirrorball	beautiful
​illicit affairs	Sad Beautiful Tragic	beautiful
​illicit affairs	​seven	beautiful
​illicit affairs	The Way I Loved You	beautiful
​mirrorball	Sad Beautiful Tragic	beautiful
​mirrorball	​seven	beautiful
​mirrorball	The Way I Loved You	beautiful
Sad Beautiful Tragic	​seven	beautiful
Sad Beautiful Tragic	The Way I Loved You	beautiful
​seven	The Way I Loved You	beautiful
All Too Well	​cardigan	bed
All Too Well	Dancing with Our Hands Tied	bed
All Too Well	Daylight	bed
All Too Well	It’s Nice to Have a Friend	bed
All Too Well	Paper Rings	bed
​cardigan	Dancing with Our Hands Tied	bed
​cardigan	Daylight	bed
​cardigan	It’s Nice to Have a Friend	bed
​cardigan	Paper Rings	bed
Dancing with Our Hands Tied	Daylight	bed
Dancing with Our Hands Tied	It’s Nice to Have a Friend	bed
Dancing with Our Hands Tied	Paper Rings	bed
Daylight	It’s Nice to Have a Friend	bed
Daylight	Paper Rings	bed
It’s Nice to Have a Friend	Paper Rings	bed
Don't Blame Me	You're Not Sorry	beg
False God	Love Story	begging
...Ready for It?	Begin Again	begin
Daylight	White Horse	believed
​august	​my tears ricochet	beneath
22	I Almost Do	bet
22	Wildest Dreams	bet
I Almost Do	Wildest Dreams	bet
Change	Fifteen	bigger
End Game (Ft. Ed Sheeran & Future)	I Did Something Bad	bit
​the last great american dynasty	The Man	bitch
​cardigan	Clean	black
​cardigan	Daylight	black
​cardigan	Delicate	black
​cardigan	Getaway Car	black
​cardigan	Out of the Woods	black
​cardigan	So It Goes...	black
​cardigan	The Lucky One	black
Clean	Daylight	black
Clean	Delicate	black
Clean	Getaway Car	black
Clean	Out of the Woods	black
Clean	So It Goes...	black
Clean	The Lucky One	black
Daylight	Delicate	black
Daylight	Getaway Car	black
Daylight	Out of the Woods	black
Daylight	So It Goes...	black
Daylight	The Lucky One	black
Delicate	Getaway Car	black
Delicate	Out of the Woods	black
Delicate	So It Goes...	black
Delicate	The Lucky One	black
Getaway Car	Out of the Woods	black
Getaway Car	So It Goes...	black
Getaway Car	The Lucky One	black
Out of the Woods	So It Goes...	black
Out of the Woods	The Lucky One	black
So It Goes...	The Lucky One	black
Afterglow	Don't Blame Me	blame
Afterglow	I Knew You Were Trouble.	blame
Afterglow	​my tears ricochet	blame
Don't Blame Me	I Knew You Were Trouble.	blame
Don't Blame Me	​my tears ricochet	blame
I Knew You Were Trouble.	​my tears ricochet	blame
Cruel Summer	​the 1	bleed
Cornelia Street	I Think He Knows	bless
Afterglow	Getaway Car	blew
Afterglow	​the last great american dynasty	blew
Getaway Car	​the last great american dynasty	blew
False God	Welcome to New York	blind
Bad Blood	​invisible string	blood
Bad Blood	​my tears ricochet	blood
​invisible string	​my tears ricochet	blood
Afterglow	Cruel Summer	blue
Afterglow	Dancing with Our Hands Tied	blue
Afterglow	Delicate	blue
Afterglow	Everything Has Changed (Ft. Ed Sheeran)	blue
Afterglow	Gorgeous	blue
Afterglow	​hoax	blue
Afterglow	London Boy	blue
Afterglow	Lover	blue
Afterglow	Miss Americana & The Heartbreak Prince	blue
Afterglow	Paper Rings	blue
Afterglow	Red	blue
Afterglow	State of Grace	blue
Afterglow	This Love	blue
Cruel Summer	Dancing with Our Hands Tied	blue
Cruel Summer	Delicate	blue
Cruel Summer	Everything Has Changed (Ft. Ed Sheeran)	blue
Cruel Summer	Gorgeous	blue
Cruel Summer	​hoax	blue
Cruel Summer	London Boy	blue
Cruel Summer	Lover	blue
Cruel Summer	Miss Americana & The Heartbreak Prince	blue
Cruel Summer	Paper Rings	blue
Cruel Summer	Red	blue
Cruel Summer	State of Grace	blue
Cruel Summer	This Love	blue
Dancing with Our Hands Tied	Delicate	blue
Dancing with Our Hands Tied	Everything Has Changed (Ft. Ed Sheeran)	blue
Dancing with Our Hands Tied	Gorgeous	blue
Dancing with Our Hands Tied	​hoax	blue
Dancing with Our Hands Tied	London Boy	blue
Dancing with Our Hands Tied	Lover	blue
Dancing with Our Hands Tied	Miss Americana & The Heartbreak Prince	blue
Dancing with Our Hands Tied	Paper Rings	blue
Dancing with Our Hands Tied	Red	blue
Dancing with Our Hands Tied	State of Grace	blue
Dancing with Our Hands Tied	This Love	blue
Delicate	Everything Has Changed (Ft. Ed Sheeran)	blue
Delicate	Gorgeous	blue
Delicate	​hoax	blue
Delicate	London Boy	blue
Delicate	Lover	blue
Delicate	Miss Americana & The Heartbreak Prince	blue
Delicate	Paper Rings	blue
Delicate	Red	blue
Delicate	State of Grace	blue
Delicate	This Love	blue
Everything Has Changed (Ft. Ed Sheeran)	Gorgeous	blue
Everything Has Changed (Ft. Ed Sheeran)	​hoax	blue
Everything Has Changed (Ft. Ed Sheeran)	London Boy	blue
Everything Has Changed (Ft. Ed Sheeran)	Lover	blue
Everything Has Changed (Ft. Ed Sheeran)	Miss Americana & The Heartbreak Prince	blue
Everything Has Changed (Ft. Ed Sheeran)	Paper Rings	blue
Everything Has Changed (Ft. Ed Sheeran)	Red	blue
Everything Has Changed (Ft. Ed Sheeran)	State of Grace	blue
Everything Has Changed (Ft. Ed Sheeran)	This Love	blue
Gorgeous	​hoax	blue
Gorgeous	London Boy	blue
Gorgeous	Lover	blue
Gorgeous	Miss Americana & The Heartbreak Prince	blue
Gorgeous	Paper Rings	blue
Gorgeous	Red	blue
Gorgeous	State of Grace	blue
Gorgeous	This Love	blue
​hoax	London Boy	blue
​hoax	Lover	blue
​hoax	Miss Americana & The Heartbreak Prince	blue
​hoax	Paper Rings	blue
​hoax	Red	blue
​hoax	State of Grace	blue
​hoax	This Love	blue
London Boy	Lover	blue
London Boy	Miss Americana & The Heartbreak Prince	blue
London Boy	Paper Rings	blue
London Boy	Red	blue
London Boy	State of Grace	blue
London Boy	This Love	blue
Lover	Miss Americana & The Heartbreak Prince	blue
Lover	Paper Rings	blue
Lover	Red	blue
Lover	State of Grace	blue
Lover	This Love	blue
Miss Americana & The Heartbreak Prince	Paper Rings	blue
Miss Americana & The Heartbreak Prince	Red	blue
Miss Americana & The Heartbreak Prince	State of Grace	blue
Miss Americana & The Heartbreak Prince	This Love	blue
Paper Rings	Red	blue
Paper Rings	State of Grace	blue
Paper Rings	This Love	blue
Red	State of Grace	blue
Red	This Love	blue
State of Grace	This Love	blue
​invisible string	​peace	blues
​invisible string	Starlight	blues
​peace	Starlight	blues
End Game (Ft. Ed Sheeran & Future)	It’s Nice to Have a Friend	bluff
Call It What You Want	Death by a Thousand Cuts	boarded
Cruel Summer	Death by a Thousand Cuts	body
Cruel Summer	End Game (Ft. Ed Sheeran & Future)	body
Cruel Summer	​exile (Ft. Bon Iver)	body
Cruel Summer	I Think He Knows	body
Cruel Summer	King of My Heart	body
Death by a Thousand Cuts	End Game (Ft. Ed Sheeran & Future)	body
Death by a Thousand Cuts	​exile (Ft. Bon Iver)	body
Death by a Thousand Cuts	I Think He Knows	body
Death by a Thousand Cuts	King of My Heart	body
End Game (Ft. Ed Sheeran & Future)	​exile (Ft. Bon Iver)	body
End Game (Ft. Ed Sheeran & Future)	I Think He Knows	body
End Game (Ft. Ed Sheeran & Future)	King of My Heart	body
​exile (Ft. Bon Iver)	I Think He Knows	body
​exile (Ft. Bon Iver)	King of My Heart	body
I Think He Knows	King of My Heart	body
Cruel Summer	Treacherous	bone
King of My Heart	​my tears ricochet	bones
King of My Heart	You Need To Calm Down	bones
​my tears ricochet	You Need To Calm Down	bones
End Game (Ft. Ed Sheeran & Future)	​illicit affairs	born
New Year's Day	Soon You'll Get Better (Ft. The Chicks)	bottles
Cruel Summer	Dress	bought
Cruel Summer	​the last great american dynasty	bought
Cruel Summer	The Lucky One	bought
Dress	​the last great american dynasty	bought
Dress	The Lucky One	bought
​the last great american dynasty	The Lucky One	bought
All Too Well	Fearless	bout
All Too Well	I Forgot That You Existed	bout
All Too Well	Style	bout
All Too Well	You Belong with Me	bout
All Too Well	You Need To Calm Down	bout
Fearless	I Forgot That You Existed	bout
Fearless	Style	bout
Fearless	You Belong with Me	bout
Fearless	You Need To Calm Down	bout
I Forgot That You Existed	Style	bout
I Forgot That You Existed	You Belong with Me	bout
I Forgot That You Existed	You Need To Calm Down	bout
Style	You Belong with Me	bout
Style	You Need To Calm Down	bout
You Belong with Me	You Need To Calm Down	bout
Cruel Summer	End Game (Ft. Ed Sheeran & Future)	boy
Cruel Summer	Fifteen	boy
Cruel Summer	Forever & Always	boy
Cruel Summer	Hey Stephen	boy
Cruel Summer	I Think He Knows	boy
Cruel Summer	London Boy	boy
Cruel Summer	Paper Rings	boy
End Game (Ft. Ed Sheeran & Future)	Fifteen	boy
End Game (Ft. Ed Sheeran & Future)	Forever & Always	boy
End Game (Ft. Ed Sheeran & Future)	Hey Stephen	boy
End Game (Ft. Ed Sheeran & Future)	I Think He Knows	boy
End Game (Ft. Ed Sheeran & Future)	London Boy	boy
End Game (Ft. Ed Sheeran & Future)	Paper Rings	boy
Fifteen	Forever & Always	boy
Fifteen	Hey Stephen	boy
Fifteen	I Think He Knows	boy
Fifteen	London Boy	boy
Fifteen	Paper Rings	boy
Forever & Always	Hey Stephen	boy
Forever & Always	I Think He Knows	boy
Forever & Always	London Boy	boy
Forever & Always	Paper Rings	boy
Hey Stephen	I Think He Knows	boy
Hey Stephen	London Boy	boy
Hey Stephen	Paper Rings	boy
I Think He Knows	London Boy	boy
I Think He Knows	Paper Rings	boy
London Boy	Paper Rings	boy
...Ready for It?	Blank Space	boys
...Ready for It?	Fifteen	boys
...Ready for It?	​invisible string	boys
...Ready for It?	King of My Heart	boys
...Ready for It?	Miss Americana & The Heartbreak Prince	boys
...Ready for It?	​the last great american dynasty	boys
...Ready for It?	Welcome to New York	boys
Blank Space	Fifteen	boys
Blank Space	​invisible string	boys
Blank Space	King of My Heart	boys
Blank Space	Miss Americana & The Heartbreak Prince	boys
Blank Space	​the last great american dynasty	boys
Blank Space	Welcome to New York	boys
Fifteen	​invisible string	boys
Fifteen	King of My Heart	boys
Fifteen	Miss Americana & The Heartbreak Prince	boys
Fifteen	​the last great american dynasty	boys
Fifteen	Welcome to New York	boys
​invisible string	King of My Heart	boys
​invisible string	Miss Americana & The Heartbreak Prince	boys
​invisible string	​the last great american dynasty	boys
​invisible string	Welcome to New York	boys
King of My Heart	Miss Americana & The Heartbreak Prince	boys
King of My Heart	​the last great american dynasty	boys
King of My Heart	Welcome to New York	boys
Miss Americana & The Heartbreak Prince	​the last great american dynasty	boys
Miss Americana & The Heartbreak Prince	Welcome to New York	boys
​the last great american dynasty	Welcome to New York	boys
Call It What You Want	​cardigan	brand
Call It What You Want	Holy Ground	brand
​cardigan	Holy Ground	brand
Fearless	​invisible string	brave
Fearless	​my tears ricochet	brave
Fearless	State of Grace	brave
​invisible string	​my tears ricochet	brave
​invisible string	State of Grace	brave
​my tears ricochet	State of Grace	brave
Afterglow	All Too Well	break
Afterglow	Begin Again	break
Afterglow	Breathe (Ft. Colbie Caillat)	break
Afterglow	Come Back... Be Here	break
Afterglow	Getaway Car	break
Afterglow	​mirrorball	break
Afterglow	Shake It Off	break
Afterglow	So It Goes...	break
Afterglow	The Last Time (Ft. Gary Lightbody)	break
Afterglow	This is Why We Can’t Have Nice Things	break
Afterglow	We Are Never Ever Getting Back Together	break
All Too Well	Begin Again	break
All Too Well	Breathe (Ft. Colbie Caillat)	break
All Too Well	Come Back... Be Here	break
All Too Well	Getaway Car	break
